realm,table,column,data_type,column_meaning,source,joins_to,semantic_type
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,COMPLAINT_ID,TEXT,complaint ID,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,STATE,TEXT,state,inferred,,geo
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,ZIP_CODE,TEXT,ZIP code,inferred,,geo
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,COMPANY,TEXT,company,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,DATE_RECEIVED,DATE,date received,inferred,,datetime
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,DATE_SENT_TO_COMPANY,DATE,date sent to company,inferred,,datetime
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,DAYS_RECEIVED_TO_COMPANY,NUMBER,days received to company,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,RECEIVED_MONTH,DATE,received month,inferred,,datetime
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,RECEIVED_YEAR,DATE,received year,inferred,,datetime
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,PRODUCT,TEXT,product,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,SUB_PRODUCT,TEXT,sub product,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,ISSUE,TEXT,issue,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,SUB_ISSUE,TEXT,sub issue,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,SUBMITTED_VIA,TEXT,submitted via,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,COMPANY_RESPONSE,TEXT,company response,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,COMPANY_PUBLIC_RESPONSE,TEXT,company public response,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,IS_TIMELY,BOOLEAN,is timely,inferred,,datetime
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,HAS_NARRATIVE,BOOLEAN,has narrative,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,TAGS,TEXT,tags,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,COMPLAINT_NARRATIVE,TEXT,complaint narrative,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,IS_CLOSED,BOOLEAN,is closed,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,SOURCE_ID,TEXT,source ID,inferred,,
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,CASE_NUMBER,TEXT,case number,inferred,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023 via CASE_NUMBER [MEASURED 22390 shared values]; LABOR__FED_OSHA_ITA_CASE_DETAIL_2024 via CASE_NUMBER [MEASURED 19909 shared values]; LABOR__FED_OSHA_ITA_CASE_DETAIL_2025 via CASE_NUMBER [MEASURED 11549 shared values],
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,TREATMENT_DATE,DATE,treatment date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,DATA_YEAR,NUMBER,data year,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,AGE,NUMBER,age,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,SEX_CODE,TEXT,sex code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,RACE_CODE,TEXT,race code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,HISPANIC_CODE,TEXT,hispanic code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,BODY_PART_CODE,TEXT,body part code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,DIAGNOSIS_CODE,TEXT,diagnosis code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,DISPOSITION_CODE,TEXT,disposition code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,LOCATION_CODE,TEXT,location code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,FIRE_INVOLVEMENT,TEXT,fire involvement,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,PRODUCT_CODE_1,TEXT,product code 1,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,PRODUCT_CODE_2,TEXT,product code 2,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,PRODUCT_CODE_3,TEXT,product code 3,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,ALCOHOL_INVOLVED,TEXT,alcohol involved,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,DRUG_INVOLVED,TEXT,drug involved,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,NARRATIVE,TEXT,narrative,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,STRATUM,TEXT,stratum,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,STATISTICAL_WEIGHT,FLOAT,statistical weight,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,_LOADED_AT,TIMESTAMP_NTZ,loaded at,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,CMPLID,TEXT,cmplid,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,ODINO,TEXT,odino,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,MFR_NAME,TEXT,mfr name,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,MAKE,TEXT,make,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,MODEL,TEXT,model,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,MODEL_YEAR,FLOAT,model year,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,COMPONENT,TEXT,component,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,CRASH,TEXT,crash,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,FIRE,TEXT,fire,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,INJURED,NUMBER,injured,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,DEATHS,NUMBER,deaths,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,FAIL_DATE,DATE,fail date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,DATE_RECEIVED,DATE,date received,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,MILES,NUMBER,miles,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,OCCURRENCES,NUMBER,occurrences,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,CMPL_TYPE,TEXT,cmpl type,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,CITY,TEXT,city,inferred,,geo
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,STATE,TEXT,state,inferred,,geo
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,VIN,TEXT,vin,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,PROD_TYPE,TEXT,prod type,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,COMPLAINT_DESCRIPTION,TEXT,complaint description,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,MEDICAL_ATTN,TEXT,medical attn,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,VEHICLE_TOWED,TEXT,vehicle towed,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,INVOLVED_CRASH,BOOLEAN,involved crash,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,INVOLVED_FIRE,BOOLEAN,involved fire,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,IS_FATAL,BOOLEAN,is fatal,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,CAUSED_HARM,BOOLEAN,caused harm,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,_LOADED_AT,TIMESTAMP_NTZ,loaded at,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,NHTSA_ACTION_NUMBER,TEXT,nhtsa action number,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,MAKE,TEXT,make,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,MODEL,TEXT,model,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,MODEL_YEAR,FLOAT,model year,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,COMPONENT,TEXT,component,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,MFR_NAME,TEXT,mfr name,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,OPEN_DATE,DATE,open date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,CLOSE_DATE,DATE,close date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,RECALL_NUMBER,TEXT,recall number,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,SUBJECT,TEXT,subject,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,SUMMARY,TEXT,summary,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,RESULTED_IN_RECALL,BOOLEAN,resulted in recall,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,IS_CLOSED,BOOLEAN,is closed,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,_LOADED_AT,TIMESTAMP_NTZ,loaded at,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,RECORD_ID,TEXT,NHTSA recall record identifier. Grain of this mart.,documented,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,CAMPNO,TEXT,campno,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,MAKE,TEXT,make,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,MODEL,TEXT,model,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,MODEL_YEAR,FLOAT,model year,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,COMPONENT,TEXT,component,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,MFG_NAME,TEXT,mfg name,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,MFG_RECALL_NUMBER,TEXT,mfg recall number,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,BEGIN_MANUFACTURE_DATE,DATE,begin manufacture date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,END_MANUFACTURE_DATE,DATE,end manufacture date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,RCL_TYPE_CD,TEXT,rcl type code,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,POTENTIALLY_AFFECTED_UNITS,NUMBER,potentially affected units,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,NOTIFICATION_DATE,DATE,notification date,inferred,,datetime
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,INFLUENCED_BY,TEXT,influenced by,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,DESC_DEFECT,TEXT,description defect,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,CONSEQUENCE_DEFECT,TEXT,consequence defect,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,CORRECTIVE_ACTION,TEXT,corrective action,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,RECALL_TRIGGER,TEXT,recall trigger,inferred,,
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,_LOADED_AT,TIMESTAMP_NTZ,loaded at,inferred,,plumbing
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,NODE_ID,TEXT,node ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,ADDRESS,TEXT,address,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,NAME,TEXT,name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,COUNTRIES,TEXT,countries,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,COUNTRY_CODES,TEXT,country codes,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,SOURCE_LEAK,TEXT,source leak,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,VALID_UNTIL,TEXT,valid until,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,NOTE,TEXT,note,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,NODE_ID,TEXT,node ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,NAME,TEXT,name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,ORIGINAL_NAME,TEXT,original name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,FORMER_NAME,TEXT,former name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,JURISDICTION,TEXT,jurisdiction,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,JURISDICTION_DESCRIPTION,TEXT,jurisdiction description,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,COMPANY_TYPE,TEXT,company type,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,ADDRESS,TEXT,address,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,INTERNAL_ID,TEXT,internal ID,inferred,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES via INTERNAL_ID [MEASURED 14064 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,INCORPORATION_DATE,DATE,incorporation date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,INACTIVATION_DATE,DATE,inactivation date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,STRUCK_OFF_DATE,DATE,struck off date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,DORM_DATE,DATE,dorm date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,STATUS,TEXT,status,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,SERVICE_PROVIDER,TEXT,service provider,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,IBCRUC,TEXT,ibcruc,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,COUNTRY_CODES,TEXT,country codes,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,COUNTRIES,TEXT,countries,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,SOURCE_LEAK,TEXT,source leak,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,VALID_UNTIL,TEXT,valid until,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,NOTE,TEXT,note,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,NODE_ID,TEXT,node ID,inferred,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS via NODE_ID [MEASURED 1139 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,NAME,TEXT,name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,STATUS,TEXT,status,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,INTERNAL_ID,TEXT,internal ID,inferred,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES via INTERNAL_ID [MEASURED 14064 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,ADDRESS,TEXT,address,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,COUNTRIES,TEXT,countries,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,COUNTRY_CODES,TEXT,country codes,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,SOURCE_LEAK,TEXT,source leak,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,VALID_UNTIL,TEXT,valid until,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,NOTE,TEXT,note,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,NODE_ID,TEXT,node ID,inferred,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES via NODE_ID [MEASURED 1139 shared values]; GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE via NODE_ID [MEASURED 45 shared values],
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,NAME,TEXT,name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,COUNTRIES,TEXT,countries,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,COUNTRY_CODES,TEXT,country codes,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,SOURCE_LEAK,TEXT,source leak,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,VALID_UNTIL,TEXT,valid until,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,NOTE,TEXT,note,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,NODE_ID,TEXT,node ID,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,NAME,TEXT,name,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,TYPE,TEXT,type,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,INCORPORATION_DATE,DATE,incorporation date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,STRUCK_OFF_DATE,DATE,struck off date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,CLOSED_DATE,DATE,closed date,inferred,,datetime
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,JURISDICTION,TEXT,jurisdiction,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,JURISDICTION_DESCRIPTION,TEXT,jurisdiction description,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,COUNTRIES,TEXT,countries,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,COUNTRY_CODES,TEXT,country codes,inferred,,geo
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,SOURCE_LEAK,TEXT,source leak,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,VALID_UNTIL,TEXT,valid until,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,NOTE,TEXT,note,inferred,,
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,NODE_ID_START,TEXT,node ID start,inferred,,
