-- S16 Fisher Sand & Gravel DHS contract rows FY2025-FY2026: repeats, ceilings, dates (does $13.35B hold up?)
K | PIID | ACTION_DATE | AMT | AWARD_TOTAL | AWARD_VALUE | AWARD_TYPE | POP_ST | DESCR | SAME_ROWS
CONT_AWD_70B01C22F00000952_7014_HSBP1017D00019_7014 | 70B01C22F00000952 | 2024-03-01 | -723201.5 | 116379078.0 | 116379078.0 | DELIVERY ORDER | NM | DESCOPE AND DEOBLIGATION | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2024-09-28 | 120680000.0 | 120680000.0 | 120680000.0 | DELIVERY ORDER | AZ | BORDER INFRASTRUCTURE CONSTRUCTION | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2025-01-30 | 703000.0 | 121383000.0 | 121383000.0 | DELIVERY ORDER | AZ | ADDED WORK, GFM, AND CHANGE COR | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2025-02-24 | 9150000.0 | 130533000.0 | 130533000.0 | DELIVERY ORDER | AZ | EXERCISE OPTIONAL WORK. | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2025-04-14 | 9438000.0 | 139971000.0 | 139971000.0 | DELIVERY ORDER | AZ | ADD DRAINAGE AND EROSION CONTROL REQUIREMENTS (TO INCLUDE DESIGN) FOR BORDER INFRASTRUCTURE, YUM 10-27 SECTION, YUMA AZ. | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2025-05-15 | 3724000.0 | 143695000.0 | 143695000.0 | DELIVERY ORDER | AZ | ADD THE FOLLOWING WORK TO THE NEW BARRIER GATES AND GAPS IN YUMA, AZ: JACUMBA PHASE 1A AND 1B NEW VERTICAL BARRIER, BOLL | 1
CONT_AWD_70B01C25F00000328_7014_70B01C23D00000010_7014 | 70B01C25F00000328 | 2025-06-12 | 309463000.0 | 334000000.0 | 334000000.0 | DELIVERY ORDER | AZ | NEW VERTICAL BARRIER BORDER WALL BORDER WITHIN THE TUCSON, ARIZONA SECTOR (TCA), THESE INCLUDE TCA 10-4, SONOITA AND TCA | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2025-08-04 | 31264193.0 | 174959193.0 | 174959193.0 | DELIVERY ORDER | AZ | PROVIDE FULL DESIGN, MATERIALS AND CONSTRUCTION NEEDED TO REALIGN THE CURRENT JACUMBA VERTICAL BARRIER ALIGNMENT TO BE E | 1
CONT_AWD_70B01C25F00000328_7014_70B01C23D00000010_7014 | 70B01C25F00000328 | 2025-08-26 | 12275000.0 | 334000000.0 | 334000000.0 | DELIVERY ORDER | AZ | EXERCISING OPTION LINE ITEMS 1049 THRU 1051 TO ALLOW THE PAINTING OF THE VERTICAL BARRIER IN TUCSON, AZ. | 1
CONT_AWD_70B01C23F00001237_7014_70B01C23D00000010_7014 | 70B01C23F00001237 | 2025-09-15 | -75990585.0 | 183009415.0 | 183009415.0 | DELIVERY ORDER | NM | DEOBLIGATION. | 1
CONT_AWD_70B01C25F00000328_7014_70B01C23D00000010_7014 | 70B01C25F00000328 | 2025-09-18 | 12262000.0 | 334000000.0 | 334000000.0 | DELIVERY ORDER | AZ | EXERCISE PAINTING OPTIONAL LINES. | 1
CONT_AWD_70B01C25F00001112_7014_70B01C23D00000010_7014 | 70B01C25F00001112 | 2025-09-26 | 574000000.0 | 574000000.0 | 574000000.0 | DELIVERY ORDER | CA | CONSTRUCTION BORDER BARRIER EL CENTRO, CA | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2025-09-30 | 42170796.0 | 217129989.0 | 217129989.0 | DELIVERY ORDER | AZ | ADD DESIGN AND CONSTRUCT BORDER BARRIER. | 1
CONT_AWD_70B01C26F00000028_7014_70B01C26D00000012_7014 | 70B01C26F00000028 | 2025-12-16 | 300000000.0 | 316700000.0 | 316700000.0 | DELIVERY ORDER | TX | WATERBORNE BUOY SYSTEM | 1
CONT_AWD_70B01C26F00000018_7014_70B01C26D00000012_7014 | 70B01C26F00000018 | 2025-12-16 | 440440440.0 | 0.0 | 0.0 | DELIVERY ORDER | TX | VERTICAL BORDER BARRIER CONSTRUCTION | 1
CONT_AWD_70B01C26F00000017_7014_70B01C26D00000012_7014 | 70B01C26F00000017 | 2025-12-17 | 1495000000.0 | 1550800000.0 | 1550800000.0 | DELIVERY ORDER | AZ | CONSTRUCT VERTICAL BORDER BARRIER | 1
CONT_AWD_70B01C26F00000018_7014_70B01C26D00000012_7014 | 70B01C26F00000018 | 2025-12-18 | 0.0 | 0.0 | 0.0 | DELIVERY ORDER | TX | THIS MODIFICATION IS IN ACCORDANCE WITH FAR CLAUSE 52.249-2. | 1
CONT_AWD_70B01C26F00000044_7014_70B01C26D00000012_7014 | 70B01C26F00000044 | 2025-12-23 | 1572516500.0 | 1650754000.0 | 1650754000.0 | DELIVERY ORDER | AZ | YUM-2 VERTICAL BORDER AND WATERBORNE BARRIER CONSTRUCTION | 1
CONT_AWD_70B01C26F00000073_7014_70B01C26D00000012_7014 | 70B01C26F00000073 | 2026-01-06 | 1679170000.0 | 1787500000.0 | 1787500000.0 | DELIVERY ORDER | NM | DESIGN AND CONSTRUCT NEW VERTICAL BARRIER AND POWER DISTRIBUTION, LIGHTING, CAMERAS, EQUIPMENT SHELTERS AND LINEAR GROUN | 1
CONT_AWD_70B01C26F00000067_7014_70B01C26D00000012_7014 | 70B01C26F00000067 | 2026-01-13 | 458090440.0 | 458090440.0 | 458090440.0 | DELIVERY ORDER | TX | VERTICAL BORDER BARRIER CONSTRUCTION | 1
CONT_AWD_70B01C26F00000018_7014_70B01C26D00000012_7014 | 70B01C26F00000018 | 2026-01-19 | -440440440.0 | 0.0 | 0.0 | DELIVERY ORDER | TX | DEOBLIGATION OF FUNDS. | 1
CONT_AWD_70B01C26F00000044_7014_70B01C26D00000012_7014 | 70B01C26F00000044 | 2026-01-23 | 78237500.0 | 1650754000.0 | 1650754000.0 | DELIVERY ORDER | AZ | BILATERAL IN SCOPE MODIFICATION TO ADD PRIMARY STEEL BOLLARDS AND SHEET STEEL TO THE ORDER FOR THE FAST TRACK VERTICAL B | 1
CONT_AWD_70B01C26F00000073_7014_70B01C26D00000012_7014 | 70B01C26F00000073 | 2026-01-29 | 108330000.0 | 1787500000.0 | 1787500000.0 | DELIVERY ORDER | NM | EXERCISE OPTIONAL LINE ITEM-PRIMARY STEEL | 1
CONT_AWD_70B01C26F00000028_7014_70B01C26D00000012_7014 | 70B01C26F00000028 | 2026-02-06 | 16700000.0 | 316700000.0 | 316700000.0 | DELIVERY ORDER | TX | ADD TIERED PRICING | 1
CONT_AWD_70B01C25F00000328_7014_70B01C23D00000010_7014 | 70B01C25F00000328 | 2026-02-07 | 18421800.0 | 352421800.0 | 352421800.0 | DELIVERY ORDER | AZ | ADD TIERED PRICING | 1
CONT_AWD_70B01C26F00000017_7014_70B01C26D00000012_7014 | 70B01C26F00000017 | 2026-02-10 | 55800000.0 | 1550800000.0 | 1550800000.0 | DELIVERY ORDER | AZ | FUND TIERED PRICING | 1
CONT_AWD_70B01C26F00000169_7014_70B01C26D00000012_7014 | 70B01C26F00000169 | 2026-03-05 | 1223124000.0 | 1223124000.0 | 1223124000.0 | DELIVERY ORDER | TX | BORDER WALL CONSTRUCTION - VERTICAL BARRIER, BIG BEND TEXAS SECTOR (BBT-2) | 1
CONT_AWD_70B01C26F00000044_7014_70B01C26D00000012_7014 | 70B01C26F00000044 | 2026-03-09 | 0.0 | 1650754000.0 | 1650754000.0 | DELIVERY ORDER | AZ | BILATERAL, NO COST MODIFICATION TO DESIGNATE THE ORDER AS DO-N4 UNDER THE DPAS RATING SYSTEM. | 1
CONT_AWD_70B01C25F00001112_7014_70B01C23D00000010_7014 | 70B01C25F00001112 | 2026-03-09 | 21625000.0 | 595625000.0 | 595625000.0 | DELIVERY ORDER | CA | ADD TIERED FUNDING. | 1
CONT_AWD_70B01C25F00001112_7014_70B01C23D00000010_7014 | 70B01C25F00001112 | 2026-03-10 | 629700000.0 | 1225325000.0 | 1225325000.0 | DELIVERY ORDER | CA | ADD ACCESS ROADS, ADD NEW VERTICAL BARRIER, PROVIDE NEW ALIGNMENT, AND ADD LGDS REQUIREMENTS. | 1
CONT_AWD_70B01C26F00000311_7014_70B01C26D00000012_7014 | 70B01C26F00000311 | 2026-04-26 | 847040000.0 | 847040000.0 | 847040000.0 | DELIVERY ORDER | CA | SW BORDER CONSTRUCTION - SAN DIEGO | 1
CONT_AWD_70B01C26F00000319_7014_70B01C26D00000012_7014 | 70B01C26F00000319 | 2026-05-04 | 345040000.0 | 345040000.0 | 345040000.0 | DELIVERY ORDER | CA | SOUTHWEST BORDER BARRIER DESIGN/BUILD PROJECT ELC-2 | 1
CONT_AWD_70B01C26F00000017_7014_70B01C26D00000012_7014 | 70B01C26F00000017 | 2026-05-13 | 50199611.7 | 1600999611.7 | 1600999611.7 | DELIVERY ORDER | AZ | ADDED CONSTRUCTION REQUIREMENTS | 1
CONT_AWD_70B01C26F00000377_7014_70B01C26D00000012_7014 | 70B01C26F00000377 | 2026-05-15 | 605040000.0 | 605040000.0 | 605040000.0 | DELIVERY ORDER | CA | BORDER WALL CONSTRUCTION-SW BORDER | 1
CONT_AWD_70B01C26F00000387_7014_70B01C26D00000012_7014 | 70B01C26F00000387 | 2026-05-26 | 14990000.0 | 14990000.0 | 14990000.0 | DELIVERY ORDER | CA | CONSTRUCTION FOR BORDER - SAN DIEGO CALIFORNIA (SDC) SECTOR POINT OF ENTRY (POE) TUNNEL, OTAY EAST | 1
CONT_AWD_70B01C26F00000405_7014_70B01C26D00000012_7014 | 70B01C26F00000405 | 2026-06-02 | 2594040000.0 | 2594040000.0 | 2594040000.0 | DELIVERY ORDER | TX | BORDER BARRIER DESIGN BUILD FOR BBT-5 | 1
CONT_AWD_70B01C26F00000017_7014_70B01C26D00000012_7014 | 70B01C26F00000017 | 2026-06-12 | 1232000000.0 | 2832999611.7 | 2832999611.7 | DELIVERY ORDER | AZ | ADDED CONSTRUCTION WORK | 1
CONT_AWD_70B03C24F00001029_7014_70B01C23D00000010_7014 | 70B03C24F00001029 | 2026-07-12 | 7568000.0 | 224697989.0 | 224697989.0 | DELIVERY ORDER | AZ | ADDED CONSTRUCTION REQUIREMENTS | 1
CONT_AWD_70B01C26F00000017_7014_70B01C26D00000012_7014 | 70B01C26F00000017 | 2026-07-27 | 495000.0 | 2833494611.7 | 2833494611.7 | DELIVERY ORDER | AZ | ADDED CONSTRUCTION REQUIREMENTS | 1
CONT_AWD_70B01C26F00000073_7014_70B01C26D00000012_7014 | 70B01C26F00000073 | 2026-08-10 | 0.0 | 1787500000.0 | 1787500000.0 | DELIVERY ORDER | NM | CNANGE THE CONTRACTING OFFICER REPRESENTATIVE | 1
(40 rows; csv has all)

-- S17 OSHA 300A: biggest filers of any industry in VT, NM and HI (catches big hospitals filed under odd names or codes)
YR | ST | CITY | ESTABLISHMENT_NAME | COMPANY_NAME | NAICS_CODE | ESTABLISHMENT_TYPE | EMP
2023 | HI | Kailua-Kona | Roberts Tours and Transportation Inc, Hilo and Kona | Roberts Hawaii | 487110 | 1 | 296950
2023 | HI | HONOLULU | 9095-HNL |  | 481111 | 1 | 4690
2023 | HI | HONOLULU | HNL HONOLULUL | Hawaiian Airlines, Inc. HONOLULUL | 481111 | 1 | 4690
2023 | HI | HONOLULU | 12812007 MOANALUA MEDICAL OFFICES | Kaiser Foundation Health Plan MOANALUA MEDICAL OFFICES | 622110 | 1 | 2296
2023 | HI | Honolulu | Hawaiian Electric Company | Hawaiian Electric Company | 551112 | 1 | 2048
2023 | HI | Honolulu | Hawaiian Electric Company | Hawaiian Electric Company | 551112 | 1 | 2048
2023 | HI | HONOLULU | HNLPW9743 HNL - RAMP SERVICES | Worldwide Flight Services HNL - RAMP SERVICES | 488119 | 1 | 2043
2023 | HI | HONOLULU | 26357 HILTON HONOLULU HAWAIIAN VILLAGE, HI | Hilton Worldwide Holdings, Inc. HILTON HONOLULU HAWAIIAN VILLAGE, HI | 721110 | 1 | 1902
2023 | HI | Kapolei | Disney Vacation Club Hawaii Management Company, LLC dba Aulani, A Disney Resort & Spa | The Walt Disney Company | 721110 | 1 | 1641
2023 | HI | Hilo | Hilo Medical Center | Hawaii Health Systems Corporation | 622110 | 2 | 1388
2023 | HI | WAILUKU | 36136050 MAUI MEMORIAL   COTTAGE BUILDINGS | Kaiser Foundation Health Plan MAUI MEMORIAL COTTAGE BUILDINGS | 622110 | 1 | 1388
2023 | HI | Laie | Polynesian Cultural Center | The Church of Jesus Christ of Latter day Saints | 712110 | 1 | 1360
2023 | HI | Kailua-Kona | Hualalai Investors LLC | Hualalai Investors, LLC | 721110 | 1 | 1336
2023 | HI | Honolulu | Nan, Inc. | Nan, Inc. | 236220 | 1 | 1277
2023 | HI | LIHUE | LIHCX0UPS LIH - UPS | Worldwide Flight Services LIH - UPS | 488119 | 1 | 1077
2023 | HI | HONOLULU | HNL HNL | United Continental Holdings Inc HNL | 481111 | 1 | 1035
2023 | HI | Honolulu | Sheraton Waikiki | Kyo-ya Ohana LLC | 721110 | 1 | 1025
2023 | HI | Wailea | Four Seasons Resort Maui |  | 721110 | 1 | 1019
2023 | HI | HONOLULU | 9095-HDQ |  | 488119 | 1 | 950
2023 | HI | HONOLULU | HDQ HEADQUARTERS | Hawaiian Airlines, Inc. HEADQUARTERS | 488119 | 1 | 950
2023 | HI | Kapolei | City and County of Honolulu - Department of Environmental Services | City and County of Honolulu | 221320 | 3 | 899
2023 | HI | WAILEA | 41491 GRAND WAILEA, A WALDORF ASTORIA RESORT | Hilton Worldwide Holdings, Inc. GRAND WAILEA, A WALDORF ASTORIA RESORT | 721110 | 1 | 889
2023 | HI | Honolulu | Hawaiian Dredging Construction Company, Inc. |  | 236116 | 1 | 876
2023 | HI | Honolulu | Blaisdell Concert Hall | UTP Productions | 711510 | 1 | 858
2023 | HI | HONOLULU | 14375 YMCA OF HONOLULU | Altres Inc. YMCA OF HONOLULU | 713990 | 1 | 843
2023 | HI | Kapolei | Four Seasons Resort Ko Olina | FS Ko Olina LLC | 721110 | 1 | 805
2023 | HI | Koloa | Grand Hyatt Kauai Resort and Spa | Hyatt Corporation | 721110 | 1 | 770
2023 | HI | Honolulu | Honolulu Terminal | Matson Terminals, Inc. | 488320 | 1 | 762
2023 | HI | San Juan | Hospital Universitario de Adultos | Departamento de Salud | 622110 | 3 | 722
2023 | HI | Kamuela | DHL Mahi Staffing, LLC. | Mauna Lani, Auberge Resorts Collection | 721110 | 1 | 710
2023 | HI | Honolulu | Halekulani Hotel | Hotels and Resorts of Halekulani | 721110 | 1 | 709
2023 | HI | Kahului | Kahului Campus | Hale Makua Health Services | 623110 | 1 | 351
2023 | HI | Lahaina | Westin Nanea Ocean Villas | FOH Hospitality | 721110 | 1 | 268
2023 | HI | Honolulu | Mental Health Kokua | Mental Health Kokua | 623220 | 1 | 256
2023 | HI | Honolulu | Hawaii Behavioral Health LLC | Hawaii Behavioral Health LLC | 624110 | 1 | 254
2023 | HI | Honolulu | Tripler Army Medical Center |  | 561720 | 1 | 199
2023 | HI | Wailuku | Community Clinic of Maui, Inc. dba Malama I Ke Ola Health Center | Community Clinic of Maui, Inc. dba Malama I Ke Ola Health Center | 621112 | 1 | 177
2023 | HI | PEEARL CITY | 507 BENCHMARK BEHAVIORAL HEALTH SYSTEM, INC.-BENCHMARK HOSPITAL | Universal Health Services, Inc BENCHMARK BEHAVIORAL HEALTH SYSTEM, INC.-BENCHMARK HOSPITAL | 623220 | 1 | 175
2023 | HI | Honolulu | Avalon Care Center Honolulu | Avalon Healthcare Management, Inc | 623110 | 1 | 138
2023 | HI | Wailuku | Wailuku Campus | Hale Makua Health Services | 623110 | 1 | 120
2023 | HI | Honolulu | SODEXO AT STRAUB CLINIC AND HOSPITAL EVS | Sodexo Inc | 561720 | 1 | 106
2023 | HI | Honolulu | Kokua Hospitality, OR LLC | Hyatt Place Waikiki Beach | 721110 | 1 | 104
2023 | HI | Waianae | Group Homes | Waianae Coast Community Mental Health Center, Inc. | 623220 | 1 | 102
2023 | HI | Waianae | Waianae Coast Community Mental Health Center, Inc. | Waianae Coast Community Mental Health Center, Inc. | 621420 | 1 | 102
2023 | HI | Honolulu | SODEXO AT STRAUB CLINIC AND HOSPITAL FNS | Sodexo Inc | 722310 | 1 | 92
2023 | HI | Aiea | Down to Earth Pearlridge | Healthy's Inc. dba Down to Earth | 445110 | 1 | 52
2023 | HI | Kapolei | Cardinal Health - Kapolei HI | Cardinal Health | 424210 | 1 | 45
2023 | HI | Honolulu | Down to Earth Honolulu | Healthy's Inc. dba Down to Earth | 445110 | 1 | 45
2023 | HI | Honolulu | SODEXO AT QUEENS MEDICAL CENTER FOOD | Sodexo Inc | 722310 | 1 | 41
2023 | HI | Kahului | Down to Earth Kahului | Healthy's Inc. dba Down to Earth | 445110 | 1 | 40
2023 | HI | Kailua | Down to Earth Kailua | Healthy's Inc. dba Down to Earth | 445110 | 1 | 40
2023 | HI | Kahului | Aloha Surgical Center | Surgical Care Affiliates SCA Health | 621493 | 1 | 40
2023 | HI | Honolulu | Down to Earth Kakaako | Healthy's Inc. dba Down to Earth | 445110 | 1 | 35
2023 | HI | Kapolei | Down to Earth Kapolei | Healthy's Inc. dba Down to Earth | 445110 | 1 | 35
2023 | HI | Honolulu | Hawaii Pacific Health Straub Honolulu | CPS, LLC | 446110 | 1 | 22
2023 | HI | Honolulu | "UHM/Public Health" | Research Corporation of the University of Hawaii (RCUH) | 541712 | 2 | 21
2023 | HI | HONOLULU | 13988 INTEGRATED HEALTH HAWAII, LLC | Altres Inc. INTEGRATED HEALTH HAWAII, LLC | 621999 | 1 | 19
2023 | HI | PEARL CITY | 403 OHANA HEALTH PLAN | Transdev OHANA HEALTH PLAN | 488999 | 1 | 18
2023 | HI | Honolulu | SODEXO AT KAPIOLANI MEDICAL CENTER | Sodexo Inc | 722310 | 1 | 17
2023 | HI | Honolulu | "UHM/JABSOM/Native Hawn Health" | Research Corporation of the University of Hawaii (RCUH) | 541712 | 2 | 16
2023 | HI | Honolulu | SODEXO AT QUEENS MEDICAL CENTER | Sodexo Inc | 722310 | 1 | 7
2023 | HI | Honolulu | 0493 - PIK | BAYADA Home Health Care, Inc. | 621610 | 1 | 6
2023 | HI | Kahului | 0604 - BHS | BAYADA Home Health Care, Inc. | 621610 | 1 | 5
2023 | HI | Honolulu | "Department of Health/Genetics" | Research Corporation of the University of Hawaii (RCUH) | 541712 | 2 | 3
2023 | HI | Honolulu | 6008 - OAL | BAYADA Home Health Care, Inc. | 621610 | 1 | 2
2023 | HI | Honolulu | "Direct/Dept of Health/Envir Pl" | Research Corporation of the University of Hawaii (RCUH) | 541712 | 2 | 2
2023 | HI | Honolulu | "UHM/Environment Health&Safety" | Research Corporation of the University of Hawaii (RCUH) | 541712 | 2 | 2
2023 | HI | Ewa Beach | Sutter Health (30863) | Sutter Health | 551114 | 1 | 1
2023 | HI | Honolulu | SODEXO AT QUEENS MEDICAL CENTER CTS | Sodexo Inc | 561720 | 1 | 1
2023 | HI | Hilo | 6010 - HLL | BAYADA Home Health Care, Inc. | 621610 | 1 | 1
2023 | HI | Wailuku | 6009 - MVL | BAYADA Home Health Care, Inc. | 621610 | 1 | 1
2023 | HI | HONOLULU | HI002-0475C-HI - REMOTE | SOUTHWEST BEHAVIORAL HEALTH SV | 621420 | 1 | 1
2023 | HI | Trippler AMC | Trippler Army Medical Center | DILLIGAS CORP | 561320 | 1 | 0
2024 | HI | HONOLULU | HNL HONOLULUL | Hawaiian Airlines Inc. HONOLULUL | 481111 | 1 | 4487
2024 | HI | HONOLULU | 12812007 MOANALUA MEDICAL OFFICES | Kaiser Foundation Health Plan | 622110 | 1 | 2414
2024 | HI | HONOLULU | 26357 HILTON HONOLULU HAWAIIAN VILLAGE HI | Hilton Worldwide Holdings Inc. HILTON HONOLULU HAWAIIAN VILLAGE HI | 721110 | 1 | 2017
2024 | HI | Honolulu | Hawaiian Electric Company | Hawaiian Electric Company | 551112 | 1 | 1961
2024 | HI | Honolulu | State of Hawaii, The Judiciary |  | 922110 | 2 | 1710
2024 | HI | Kapolei | Disney Vacation Club Hawaii Management Company, LLC, dba Aulani, A Disney Resort & Spa | The Walt Disney Company | 721110 | 1 | 1670
2024 | HI | Hilo | Hilo Medical Center | Hawaii Health Systems Corporation | 622110 | 2 | 1594
(451 rows; csv has all)

