db,schema,table,row_count,bytes,n_cols,n_numeric,n_date,signals
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL,20000000,5998015488,300,0,1,address|amount|city|count_meas|country|county|date_col|dest|entity_id|fips|flag_bool|naics_sic|name_id|origin|outcome|person|rate_meas|seq_order|severity|state|zip
LIBRARY_MARTS,HOUSING,HOUSING__FED_CFPB_HMDA_HISTORIC,19136434,1297847296,82,9,1,amount|count_meas|county|date_col|dest|fips|flag_bool|name_id|origin|outcome|rate_meas|seq_order|severity|state
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_HISTORIC,19136434,1012290048,81,6,1,amount|count_meas|county|date_col|dest|fips|flag_bool|name_id|origin|outcome|rate_meas|seq_order|severity|state
LIBRARY_MARTS,_RESTORE_20260731,FINANCE__FED_CFPB_COMPLAINTS,17179788,1280432128,16,0,0,date_col|dest|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_CFPB_COMPLAINTS,17179788,1298101248,19,0,1,date_col|origin|outcome|severity|state
LIBRARY_MARTS,CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,17168287,1169836544,24,1,5,date_col|dest|flag_bool|origin|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,15432737,464714240,41,1,0,date_col|entity_id|flag_bool|origin|outcome|rate_meas|severity|state
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,15432737,460229120,38,1,11,date_col|entity_id|flag_bool|origin|outcome|rate_meas|severity|state
LIBRARY_MARTS,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,10070727,3549741568,36,1,6,count_meas|date_col|entity_id|flag_bool|name_id|outcome|severity
LIBRARY_RAW,LANDING,FED_COURTLISTENER_OPINION_CLUSTERS,10070727,3723448320,39,0,1,count_meas|date_col|entity_id|flag_bool|name_id|origin|outcome|severity
LIBRARY_RAW,LANDING,FED_FRACFOCUS_REGISTRY,7200550,350304768,34,0,0,count_meas|date_col|lat|lon|origin|outcome|rate_meas|seq_order
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_FRACFOCUS_REGISTRY,7200550,480380928,35,8,2,count_meas|county|date_col|lat|lon|name_id|origin|outcome|rate_meas|seq_order|state
