db,schema,table,row_count,bytes,n_cols,n_numeric,n_date,signals
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL,20000000,5998015488,300,0,1,address|amount|city|count_meas|country|county|date_col|dest|entity_id|fips|flag_bool|naics_sic|name_id|origin|outcome|person|rate_meas|seq_order|severity|state|zip
LIBRARY_RAW,LANDING,FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,15432737,464714240,41,1,0,date_col|entity_id|flag_bool|origin|outcome|rate_meas|severity|state
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,15432737,460229120,38,1,11,date_col|entity_id|flag_bool|origin|outcome|rate_meas|severity|state
LIBRARY_MARTS,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,10070727,3549741568,36,1,6,count_meas|date_col|entity_id|flag_bool|name_id|outcome|severity
LIBRARY_RAW,LANDING,FED_COURTLISTENER_OPINION_CLUSTERS,10070727,3723448320,39,0,1,count_meas|date_col|entity_id|flag_bool|name_id|origin|outcome|severity
LIBRARY_RAW,LANDING,FED_EPA_ECHO,3157891,429934592,136,1,0,address|amount|city|count_meas|county|date_col|entity_id|fips|flag_bool|lat|lon|naics_sic|name_id|origin|outcome|rate_meas|seq_order|severity|state|zip
LIBRARY_MARTS,_RESTORE_20260731,JUSTICE__FED_MSHA_VIOLATIONS,3087266,135425536,61,14,0,amount|date_col|dest|entity_id|fips|name_id|outcome|rate_meas|seq_order|severity
LIBRARY_RAW,LANDING,FED_MSHA_VIOLATIONS,3087266,180746752,64,0,1,amount|date_col|dest|entity_id|fips|name_id|origin|outcome|rate_meas|seq_order|severity
LIBRARY_MARTS,LABOR,LABOR__FED_MSHA_VIOLATIONS,3087265,73170432,26,7,3,amount|date_col|entity_id|flag_bool|name_id|outcome|severity
LIBRARY_MARTS,HEALTH,HEALTH__FED_HRSA_NPDB,1911185,43588096,54,23,0,amount|count_meas|country|date_col|entity_id|flag_bool|origin|outcome|person|seq_order|severity|state
LIBRARY_RAW,LANDING,FED_CMS_NADAC,1497925,11106304,15,1,0,date_col|entity_id|flag_bool|origin|outcome|rate_meas|severity
LIBRARY_MARTS,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,890934,144099840,49,2,3,address|city|count_meas|date_col|dest|entity_id|naics_sic|name_id|origin|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_OSHA_ITA_CASE_DETAIL_2023,890934,146410496,52,1,0,address|city|count_meas|date_col|dest|entity_id|naics_sic|name_id|origin|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_OSHA_ITA_CASE_DETAIL_2024,688649,112786432,52,2,0,address|city|count_meas|date_col|dest|entity_id|naics_sic|name_id|origin|outcome|severity|state|zip
LIBRARY_MARTS,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,688649,109102592,49,3,2,address|city|count_meas|date_col|dest|entity_id|naics_sic|name_id|origin|outcome|severity|state|zip
LIBRARY_MARTS,HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,418479,5199360,23,0,3,address|city|date_col|entity_id|name_id|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_CMS_NURSING_HOME_DEFICIENCIES,418479,5046784,26,1,0,address|city|date_col|entity_id|name_id|origin|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_OSHA_ITA_300A_SUMMARY_2024,398620,21752832,35,1,0,address|city|count_meas|date_col|entity_id|naics_sic|name_id|origin|outcome|seq_order|severity|state|zip
LIBRARY_MARTS,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,398620,23817216,32,1,1,address|city|count_meas|date_col|entity_id|naics_sic|name_id|outcome|seq_order|severity|state|zip
LIBRARY_MARTS,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,394234,23847936,32,1,1,address|city|count_meas|date_col|entity_id|naics_sic|name_id|outcome|seq_order|severity|state|zip
LIBRARY_RAW,LANDING,FED_OSHA_ITA_300A_SUMMARY_2023,394234,21962752,35,1,0,address|city|count_meas|date_col|entity_id|naics_sic|name_id|origin|outcome|seq_order|severity|state|zip
LIBRARY_RAW,LANDING,FED_OSHA_ITA_300A_SUMMARY_2025,383283,21260800,35,1,0,address|city|count_meas|date_col|entity_id|naics_sic|name_id|origin|outcome|seq_order|severity|state|zip
LIBRARY_MARTS,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,383283,27268096,32,1,1,address|city|count_meas|date_col|entity_id|naics_sic|name_id|outcome|seq_order|severity|state|zip
LIBRARY_MARTS,HEALTH,HEALTH__FED_CMS_NADAC,359514,9776128,14,4,3,date_col|dest|entity_id|flag_bool|outcome|rate_meas|severity
LIBRARY_RAW,LANDING,FED_OSHA_ITA_CASE_DETAIL_2025,330447,80291840,42,1,0,address|city|count_meas|date_col|dest|entity_id|naics_sic|name_id|origin|outcome|severity|state|zip
LIBRARY_MARTS,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,330447,77483520,39,2,3,address|city|count_meas|date_col|dest|entity_id|naics_sic|name_id|outcome|severity|state|zip
LIBRARY_MARTS,_RESTORE_20260731,JUSTICE__FED_MSHA_ACCIDENTS,273623,58215936,57,0,0,amount|date_col|dest|entity_id|fips|name_id|origin|outcome|severity|state
LIBRARY_MARTS,LABOR,LABOR__FED_MSHA_ACCIDENTS,273623,47636992,26,4,2,date_col|entity_id|fips|flag_bool|name_id|outcome|severity|state
LIBRARY_RAW,LANDING,FED_MSHA_ACCIDENTS,273623,66702848,60,0,1,amount|date_col|dest|entity_id|fips|name_id|origin|outcome|severity|state
LIBRARY_RAW,LANDING,FED_SBIR_STTR_AWARDS,219503,19618304,44,1,0,address|amount|city|count_meas|date_col|entity_id|fips|name_id|origin|outcome|severity|state|zip
LIBRARY_MARTS,SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,219503,46063616,44,4,6,address|amount|city|count_meas|date_col|entity_id|fips|name_id|origin|outcome|severity|state|zip
LIBRARY_MARTS,HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,200030,2847232,24,0,3,address|city|date_col|entity_id|name_id|outcome|seq_order|severity|state|zip
LIBRARY_RAW,LANDING,FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,200030,2670592,27,1,0,address|city|date_col|entity_id|name_id|origin|outcome|seq_order|severity|state|zip
LIBRARY_MARTS,PROCUREMENT,PROCUREMENT__FED_SAM_EXCLUSIONS,167928,12082688,22,0,3,city|count_meas|country|date_col|entity_id|flag_bool|name_id|outcome|person|severity|state|zip
LIBRARY_RAW,LANDING,FED_SAM_EXCLUSIONS_FULL_R2,167928,12000256,34,0,1,address|city|count_meas|country|date_col|entity_id|flag_bool|name_id|origin|outcome|severity|state|zip
LIBRARY_RAW,LANDING,FED_FEDERAL_REGISTER_DOCUMENTS,94731,42133504,32,1,0,date_col|entity_id|fips|origin|outcome|person|seq_order|severity
LIBRARY_MARTS,REGULATORY,REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS,94731,50903040,38,9,4,count_meas|date_col|entity_id|fips|flag_bool|origin|outcome|person|seq_order|severity
LIBRARY_RAW,LANDING,FED_USACE_NID_DAMS,92766,9795072,87,1,0,amount|city|count_meas|county|date_col|dest|entity_id|fips|flag_bool|lat|lon|name_id|origin|outcome|rate_meas|seq_order|severity|state
LIBRARY_RAW,LANDING,FED_NID_DAMS,92766,8111616,87,1,0,amount|city|count_meas|county|date_col|dest|entity_id|fips|flag_bool|lat|lon|name_id|origin|outcome|rate_meas|seq_order|severity|state
LIBRARY_MARTS,JUSTICE,JUSTICE__FED_SCDB,83644,4657664,67,47,3,count_meas|date_col|entity_id|flag_bool|name_id|origin|outcome|rate_meas|severity|state
