db,schema,table,row_count,bytes,n_cols,n_numeric,n_date,signals
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL,20000000,5998015488,300,0,1,address|amount|city|count_meas|country|county|date_col|dest|entity_id|fips|flag_bool|naics_sic|name_id|origin|outcome|person|rate_meas|seq_order|severity|state|zip
LIBRARY_MARTS,HEALTH,HEALTH__FED_CMS_NPPES,9606683,1511160320,333,1,5,address|city|count_meas|country|date_col|entity_id|flag_bool|name_id|origin|person|rate_meas|severity|state|zip
LIBRARY_RAW,LANDING,FED_CMS_NPPES,9606683,1332882432,333,1,0,address|city|count_meas|country|date_col|entity_id|flag_bool|name_id|origin|person|rate_meas|severity|state|zip
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,3382301,659164160,338,0,0,address|city|count_meas|country|date_col|entity_id|rate_meas|seq_order|severity|zip
LIBRARY_RAW,LANDING,INTL_GLEIF,3382301,664928256,341,0,1,address|count_meas|date_col|entity_id|origin|rate_meas|seq_order|severity
LIBRARY_RAW,LANDING,FED_DOL_OFLC,664616,109474304,263,1,0,address|city|count_meas|country|county|date_col|dest|naics_sic|name_id|origin|outcome|rate_meas|severity|state|zip
LIBRARY_MARTS,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,664616,105060864,260,22,4,address|city|count_meas|country|county|date_col|dest|naics_sic|name_id|origin|outcome|rate_meas|severity|state|zip
LIBRARY_MARTS,HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,503917,44867072,212,62,0,amount|date_col|dest|entity_id|rate_meas|severity|state
LIBRARY_RAW,LANDING,FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,503917,58366464,214,6,1,amount|date_col|dest|entity_id|origin|rate_meas|severity|state
LIBRARY_MARTS,TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,251149,27314688,156,17,2,amount|city|count_meas|county|date_col|dest|name_id|origin|outcome|person|severity|state
LIBRARY_RAW,LANDING,FED_FRA_CROSSING_INCIDENTS,251149,29287936,157,1,0,amount|city|count_meas|county|date_col|dest|name_id|origin|outcome|person|severity|state
LIBRARY_RAW,LANDING,FED_FRA_EQUIPMENT_ACCIDENTS,224941,40760832,158,1,0,amount|count_meas|county|date_col|lat|lon|name_id|origin|outcome|person|rate_meas|severity|state
LIBRARY_MARTS,TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,224941,40189952,157,21,2,amount|count_meas|county|date_col|lat|lon|name_id|origin|outcome|person|rate_meas|severity|state
LIBRARY_RAW,LANDING,FED_IRS_SOI,179796,26713600,153,1,0,amount|count_meas|date_col|dest|fips|name_id|origin|severity|state|zip
LIBRARY_MARTS,FINANCE,FINANCE__FED_IRS_SOI,179796,26994688,150,3,0,amount|count_meas|date_col|dest|fips|name_id|severity|state|zip
LIBRARY_RAW,LANDING,XC_VERA_INCARCERATION_TRENDS,128507,21054976,167,1,0,amount|count_meas|county|date_col|fips|flag_bool|name_id|origin|rate_meas|severity|state
LIBRARY_MARTS,JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,128507,21052928,167,1,0,amount|count_meas|county|date_col|fips|flag_bool|name_id|origin|rate_meas|severity|state
LIBRARY_RAW,LANDING,FED_DHS_OHSS,50740,9109504,477,1,0,count_meas|date_col|dest|entity_id|naics_sic|name_id|origin|outcome|seq_order|severity
LIBRARY_RAW,LANDING,FED_USASPENDING_BULK,50000,13879808,300,1,0,address|amount|city|count_meas|country|county|date_col|dest|entity_id|fips|flag_bool|naics_sic|name_id|origin|outcome|person|rate_meas|seq_order|severity|state|zip
LIBRARY_MARTS,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,49613,27323392,299,1,0,address|amount|city|count_meas|country|county|date_col|dest|entity_id|fips|flag_bool|naics_sic|name_id|origin|outcome|person|rate_meas|seq_order|severity|state|zip
LIBRARY_RAW,LANDING,FED_CMS_POS_OTHER,44429,5041152,476,1,0,city|count_meas|date_col|entity_id|fips|name_id|origin|rate_meas|severity|state|zip
LIBRARY_MARTS,HEALTH,HEALTH__FED_CMS_POS_OTHER,44429,4740096,473,204,0,city|count_meas|date_col|entity_id|fips|name_id|origin|rate_meas|severity|state|zip
LIBRARY_RAW,LANDING,FED_SLAVEVOYAGES_TRANSATLANTIC,36108,5888000,279,1,0,date_col|dest|origin|outcome|severity
LIBRARY_MARTS,HISTORY,HISTORY__FED_SLAVEVOYAGES_TRANSATLANTIC,36108,5893632,276,0,0,date_col|dest|outcome|severity
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,33484,5620736,152,23,11,address|amount|city|count_meas|date_col|entity_id|name_id|severity|state|zip
LIBRARY_RAW,LANDING,FED_DOL_FORM5500,33484,4220928,155,1,0,address|amount|city|count_meas|date_col|entity_id|name_id|origin|severity|state|zip
LIBRARY_RAW,LANDING,FED_FDIC_BANK_DATA,27836,6981632,164,0,0,address|amount|city|count_meas|county|date_col|entity_id|fips|lat|lon|name_id|origin|severity|zip
LIBRARY_RAW,LANDING,FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,22059,1394176,154,15,0,amount|count_meas|date_col|entity_id|origin|outcome|person|rate_meas|severity
