db,schema,table,column,dtype,row_count
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,EIN,TEXT,1983563
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,ADMIN_EIN,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,EIN,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,LAST_RPT_PLAN_NUM,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,LAST_RPT_SPONS_EIN,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,PLAN_NUM,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,PREPARER_EIN,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONSOR_DFE_EIN,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,SPONS_DFE_EIN,TEXT,33484
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,AUDITEE_EIN,TEXT,411638
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,AUDITEE_UEI,TEXT,411638
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,AUDITOR_EIN,TEXT,411638
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FINCEN_BOI,EIN,TEXT,1
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FOREIGNASSISTANCE,EIN,TEXT,95658
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_990,EIN,TEXT,200
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,EIN,TEXT,5544626
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,EIN,TEXT,1207295
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,REINSTATEMENT_DATE,DATE,1207295
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_BMF,EIN,TEXT,1974830
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_EO_PR,EIN,TEXT,2587
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,EIN,TEXT,1435544
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,EIN,TEXT,1187367
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,REINSTATEMENT_DATE,TEXT,1187367
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,WAS_REINSTATED,BOOLEAN,1187367
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_SOI_CHARITIES,EIN,TEXT,2450
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SEC_EDGAR,CIK,TEXT,200
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SEC_EDGAR,EIN,TEXT,200
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,NUMBER,10414
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_DUNS,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_DUNS,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_UEI,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_UEI,TEXT,19902879
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,CAGE_CODE,TEXT,6325622
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_DUNS,TEXT,6325622
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_PARENT_UEI,TEXT,6325622
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_UEI,TEXT,6325622
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,CAGE_CODE,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DUNS,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_DUNS,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_UEI,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_UEI,TEXT,
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,CIK,TEXT,48984
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,EIN,TEXT,48984
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,RECIPIENT_DUNS,TEXT,300
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,RECIPIENT_EIN,TEXT,300
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,RECIPIENT_UEI,TEXT,300
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_ASSOCIATEDENTITY_ASSOCIATEDLEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_SUCCESSORENTITY_1_SUCCESSORLEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_SUCCESSORENTITY_2_SUCCESSORLEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_SUCCESSORENTITY_3_SUCCESSORLEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_SUCCESSORENTITY_4_SUCCESSORLEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_SUCCESSORENTITY_5_SUCCESSORLEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,LEI,TEXT,3382301
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF_REPEX,LEI,TEXT,6259489
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_2_PLANT,FERC_COGENERATION_DOCKET_NUMBER,TEXT,16132
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_2_PLANT,FERC_EXEMPT_WHOLESALE_GENERATOR_DOCKET_NUMBER,TEXT,16132
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_2_PLANT,FERC_SMALL_POWER_PRODUCER_DOCKET_NUMBER,TEXT,16132
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,AIR_PERMIT_LIMITS,TEXT,2893
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,NEW_SOURCE_REVIEW_PERMIT,TEXT,4428
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,REGISTRY_ID,TEXT,10411826
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,REGISTRY_ID,TEXT,5300149
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,REGISTRY_ID,TEXT,3277557
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES,REGISTRY_ID,TEXT,2179702
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,REGISTRY_ID,TEXT,4406498
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES,REGISTRY_ID,TEXT,1085211
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_EMISSION,FACILITY_ID,NUMBER,346683
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,EGGRT_FACILITY_ID,TEXT,136005
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,FACILITY_ID,NUMBER,136005
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,REGISTRY_ID,TEXT,279728
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS,REGISTRY_ID,TEXT,478855
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS,REGISTRY_ID,TEXT,1900067
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_FACILITIES,FACILITY_ID,TEXT,1554832
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_FACILITIES,STATE_FACILITY_ID,TEXT,1554832
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,FACILITY_ID,TEXT,15432737
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,EPA_REGISTRY_ID,TEXT,64990
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,TRI_FACILITY_ID,TEXT,64990
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,EPA_REGISTRY_ID,TEXT,5300149
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,MATCHED_LEI,TEXT,5300149
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,PARENT_CIK,TEXT,5300149
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,PARENT_UEI,TEXT,5300149
LIBRARY_MARTS,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,ULTIMATE_PARENT_LEI,TEXT,5300149
LIBRARY_MARTS,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,REGISTRY_ID,TEXT,204019
LIBRARY_MARTS,FINANCE,FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS,REGISTRY_ID,TEXT,21930
LIBRARY_MARTS,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,REGISTRY_ID,TEXT,260556
LIBRARY_MARTS,FINANCE,FINANCE__FED_FARA,EIN,TEXT,30
LIBRARY_MARTS,FINANCE,FINANCE__FED_FDIC_BANK_DATA,DOCKET,TEXT,27836
LIBRARY_MARTS,FINANCE,FINANCE__FED_FDIC_BANK_DATA,LEI,TEXT,27836
LIBRARY_MARTS,FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,OTS_DOCKET,TEXT,2823000
LIBRARY_MARTS,FINANCE,FINANCE__FED_NCUA_CALL_REPORTS,EIN,TEXT,121713
